,Unnamed: 0,date,day,period,nswprice,nswdemand,vicprice,vicdemand,transfer,class
22941,22941,0.456573,3,0.957447,0.038339,0.609491,0.002528,0.435785,0.714912,1
38662,38662,0.894341,2,0.468085,0.095623,0.742339,0.006448,0.734335,0.430702,1
37526,37526,0.890182,6,0.808511,0.029422,0.777001,0.001986,0.661315,0.376316,0
40583,40583,0.899164,7,0.489362,0.082593,0.41922,0.005289,0.357328,0.717544,1
43690,43690,0.911243,2,0.212766,0.048097,0.310324,0.003135,0.284568,0.715789,1
40220,40220,0.89881,6,0.93617,0.05296,0.471437,0.00361,0.389694,0.521053,0
29973,29973,0.867793,3,0.446809,0.035247,0.673609,0.002279,0.556706,0.588596,1
35218,35218,0.902526,7,0.723404,0.044104,0.494347,0.002902,0.4029,0.494737,0
31919,31919,0.875802,1,1.0,0.027801,0.252157,0.001386,0.30347,0.863596,1
39369,39369,0.898058,3,0.191489,0.029753,0.253645,0.001928,0.294666,0.697368,0
13372,13372,0.429273,7,0.595745,0.100546,0.463553,0.003467,0.422915,0.414912,1
5252,5252,0.014026,6,0.425532,0.053681,0.537043,0.003467,0.422915,0.414912,0
8894,8894,0.026592,5,0.297872,0.096253,0.484677,0.003467,0.422915,0.414912,1
6396,6396,0.018141,2,0.255319,0.07932,0.308539,0.003467,0.422915,0.414912,1
39954,39954,0.898589,1,0.382979,0.089258,0.529307,0.004132,0.304505,0.876316,1
11223,11223,0.031813,4,0.829787,0.058394,0.232966,0.003467,0.422915,0.414912,0
38712,38712,0.894385,3,0.510638,0.075507,0.633889,0.005133,0.71595,0.347807,0
29284,29284,0.867174,3,0.085106,0.028522,0.128831,0.001934,0.194459,0.459211,0
22733,22733,0.456396,6,0.617021,0.031614,0.46504,0.00215,0.491973,0.460526,0
44920,44920,0.912349,6,0.851064,0.043263,0.382178,0.002925,0.399534,0.39386,0
14288,14288,0.430114,5,0.680851,0.070734,0.502529,0.003467,0.422915,0.414912,1
1642,1642,0.004557,1,0.212766,0.068632,0.117227,0.003467,0.422915,0.414912,1
28621,28621,0.474138,3,0.276596,0.028011,0.404493,0.001886,0.401088,0.594737,0
9057,9057,0.026724,1,0.702128,0.05221,0.44704,0.003467,0.422915,0.414912,0
9268,9268,0.026946,6,0.085106,0.049778,0.155311,0.003467,0.422915,0.414912,0
15803,15803,0.437768,2,0.234043,0.038069,0.164386,0.003467,0.422915,0.414912,0
30499,30499,0.86828,7,0.404255,0.030323,0.475156,0.001876,0.375712,0.834649,1
15339,15339,0.434273,6,0.574468,0.045334,0.32654,0.003467,0.422915,0.414912,0
14875,14875,0.43383,3,0.914894,0.045334,0.413121,0.003467,0.422915,0.414912,0
1440,1440,0.00438,4,0.0,0.045394,0.498364,0.003467,0.422915,0.414912,0
34310,34310,0.881067,2,0.808511,0.037078,0.506843,0.002555,0.500777,0.363596,1
33163,33163,0.876952,6,0.914894,0.028942,0.392294,0.001932,0.269808,0.407456,0
41002,41002,0.902615,2,0.212766,0.056653,0.193841,0.003712,0.244692,0.704825,0
20835,20835,0.451617,2,0.06383,0.04002,0.336805,0.002636,0.44407,0.744298,0
19200,19200,0.447016,3,0.0,0.031134,0.444213,0.001797,0.364837,0.765789,0
37241,37241,0.889916,7,0.87234,0.094212,0.558018,0.006145,0.433195,0.704825,0
6779,6779,0.018495,3,0.234043,0.054762,0.226569,0.003467,0.422915,0.414912,0
33240,33240,0.877041,1,0.510638,0.034346,0.352127,0.002268,0.208959,0.601316,1
16021,16021,0.437945,6,0.787234,0.048337,0.414162,0.003467,0.422915,0.414912,0
6249,6249,0.018008,6,0.191489,0.066951,0.152484,0.003467,0.422915,0.414912,0
40996,40996,0.902615,2,0.085106,0.062958,0.225082,0.004213,0.35914,0.549561,1
26035,26035,0.465599,5,0.404255,0.056293,0.534216,0.003905,0.50233,0.336842,1
33380,33380,0.880227,4,0.425532,0.038489,0.548497,0.002682,0.528742,0.154386,1
29444,29444,0.867307,6,0.425532,0.044344,0.516364,0.002995,0.494821,0.455702,1
22403,22403,0.456086,6,0.744681,0.038639,0.633442,0.002557,0.518384,0.454825,0
32308,32308,0.8762,3,0.085106,0.020055,0.158584,0.000823,0.261523,0.835088,0
9856,9856,0.027477,4,0.340426,0.069713,0.546266,0.003467,0.422915,0.414912,1
17684,17684,0.442547,6,0.425532,0.075537,0.59283,0.005091,0.517349,0.500526,1
7271,7271,0.022034,6,0.489362,0.056263,0.331747,0.003467,0.422915,0.414912,0
30317,30317,0.868103,3,0.617021,0.030503,0.60235,0.00199,0.591662,0.466228,0
38541,38541,0.894208,6,0.957447,0.058124,0.623326,0.003899,0.483687,0.524123,0
38526,38526,0.894208,6,0.638298,0.059715,0.548497,0.004073,0.661315,0.379825,0
10305,10305,0.030972,6,0.702128,0.077819,0.333829,0.003467,0.422915,0.414912,1
15338,15338,0.434273,6,0.553191,0.045334,0.337995,0.003467,0.422915,0.414912,0
9359,9359,0.02699,7,1.0,0.059265,0.233115,0.003467,0.422915,0.414912,0
25975,25975,0.465555,4,0.148936,0.023568,0.13731,0.001589,0.152512,0.613158,0
9404,9404,0.027034,1,0.93617,0.119491,0.421749,0.003467,0.422915,0.414912,1
14575,14575,0.433565,4,0.659574,0.055482,0.512348,0.003467,0.422915,0.414912,0
33641,33641,0.880448,2,0.87234,0.035277,0.452544,0.002383,0.419731,0.477193,0
28014,28014,0.473563,4,0.638298,0.027771,0.50476,0.001851,0.585189,0.335526,1
15025,15025,0.434007,7,0.021277,0.044134,0.180303,0.003467,0.422915,0.414912,0
44646,44646,0.912128,1,0.12766,0.022847,0.080928,0.001502,0.204816,0.655702,0
6453,6453,0.018185,3,0.446809,0.056263,0.514579,0.003467,0.422915,0.414912,0
28213,28213,0.47374,1,0.787234,0.028221,0.37474,0.001732,0.237442,0.842982,0
10480,10480,0.031149,3,0.340426,0.093011,0.511306,0.003467,0.422915,0.414912,1
29217,29217,0.867086,1,0.702128,0.030533,0.304522,0.002081,0.192128,0.576316,1
2267,2267,0.005133,7,0.234043,0.042122,0.10607,0.003467,0.422915,0.414912,0
20235,20235,0.451042,3,0.574468,0.042662,0.641029,0.00286,0.622734,0.311404,1
5337,5337,0.014114,1,0.191489,0.059565,0.171675,0.003467,0.422915,0.414912,1
23721,23721,0.460378,6,0.191489,0.028402,0.188039,0.001934,0.240031,0.529386,0
27116,27116,0.469625,6,0.93617,0.050799,0.374442,0.003398,0.266442,0.631579,0
37025,37025,0.889739,3,0.361702,0.040261,0.703957,0.002819,0.697566,0.260088,0
20009,20009,0.447724,5,0.87234,0.042122,0.701428,0.002815,0.557224,0.535088,0
14982,14982,0.433963,6,0.12766,0.040801,0.108747,0.003467,0.422915,0.414912,0
20222,20222,0.451042,3,0.297872,0.041071,0.5241,0.002757,0.4855,0.480702,0
22329,22329,0.456042,5,0.191489,0.028011,0.250521,0.001882,0.269291,0.712719,0
489,489,0.000442,5,0.191489,0.081122,0.175245,0.003467,0.422915,0.414912,0
34625,34625,0.881377,2,0.361702,0.029422,0.5,0.00204,0.551528,0.324561,0
5311,5311,0.01407,7,0.659574,0.040651,0.246653,0.003467,0.422915,0.414912,0
20942,20942,0.451706,4,0.297872,0.036598,0.620797,0.002513,0.572242,0.523684,0
12381,12381,0.425291,7,0.957447,0.07866,0.303779,0.003467,0.422915,0.414912,1
1557,1557,0.004469,6,0.446809,0.043953,0.499405,0.003467,0.422915,0.414912,0
28890,28890,0.47436,1,0.893617,0.028101,0.261827,0.001865,0.196271,0.832456,1
16436,16436,0.438343,1,0.425532,0.088027,0.537191,0.003467,0.422915,0.414912,1
32226,32226,0.876112,1,0.382979,0.029933,0.331895,0.000827,0.208441,0.856579,1
9791,9791,0.027388,2,1.0,0.086916,0.388129,0.003467,0.422915,0.414912,1
21425,21425,0.452148,7,0.361702,0.033986,0.556084,0.002341,0.340238,0.402632,0
22961,22961,0.456617,4,0.361702,0.037228,0.642071,0.002518,0.631538,0.501316,0
30840,30840,0.871643,7,0.510638,0.034226,0.531687,0.002204,0.483169,0.789474,1
25311,25311,0.486837,4,0.319149,0.046986,0.444064,0.00329,0.475919,0.202193,0
9238,9238,0.026901,5,0.468085,0.130569,0.58316,0.003467,0.422915,0.414912,1
8206,8206,0.022875,4,0.978723,0.089888,0.424874,0.003467,0.422915,0.414912,1
33706,33706,0.880536,4,0.212766,0.032154,0.202172,0.002067,0.236924,0.669737,0
33289,33289,0.877085,2,0.531915,0.051879,0.58316,0.003671,0.508804,0.163596,1
35630,35630,0.885403,2,0.297872,0.028432,0.45909,0.001909,0.447695,0.505263,0
1763,1763,0.004646,3,0.744681,0.224931,0.838441,0.003467,0.422915,0.414912,1
25258,25258,0.482412,3,0.212766,0.027141,0.173609,0.001843,0.179441,0.509649,0
9806,9806,0.027432,3,0.297872,0.05215,0.458941,0.003467,0.422915,0.414912,0
26417,26417,0.469006,6,0.361702,0.054311,0.552812,0.003656,0.502071,0.355263,1
7020,7020,0.018716,1,0.255319,0.046445,0.267777,0.003467,0.422915,0.414912,0
39254,39254,0.897925,7,0.808511,0.088958,0.731627,0.005669,0.519938,0.675439,1
15677,15677,0.434583,6,0.617021,0.047526,0.281315,0.003467,0.422915,0.414912,1
1982,1982,0.004867,1,0.297872,0.074817,0.510562,0.003467,0.422915,0.414912,1
43243,43243,0.907747,6,0.914894,0.030263,0.353764,0.00205,0.381926,0.342544,0
42541,42541,0.907128,6,0.276596,0.074937,0.398542,0.005091,0.490678,0.48114,0
40265,40265,0.898854,7,0.87234,0.081812,0.450759,0.005239,0.431383,0.668421,1
9177,9177,0.026857,4,0.191489,0.071845,0.206486,0.003467,0.422915,0.414912,0
34117,34117,0.88089,5,0.787234,0.029332,0.537935,0.001919,0.560073,0.55614,0
42444,42444,0.90704,4,0.255319,0.06575,0.323713,0.004483,0.424133,0.444737,0
19986,19986,0.447724,5,0.382979,0.071364,0.782654,0.005037,0.677369,0.342982,1
9943,9943,0.027565,6,0.148936,0.049688,0.095061,0.003467,0.422915,0.414912,0
30989,30989,0.871776,3,0.617021,0.027711,0.52767,0.001739,0.695495,0.610965,1
16361,16361,0.438255,6,0.87234,0.056833,0.323713,0.003467,0.422915,0.414912,1
30707,30707,0.87151,4,0.744681,0.02636,0.645939,0.001674,0.573019,0.561842,0
15903,15903,0.437857,4,0.319149,0.045334,0.383963,0.003467,0.422915,0.414912,0
8343,8343,0.023008,7,0.829787,0.082773,0.36507,0.003467,0.422915,0.414912,1
36142,36142,0.986594,5,0.978723,0.132281,0.547754,0.009084,0.452097,0.494737,1
13452,13452,0.429362,2,0.255319,0.080101,0.416096,0.003467,0.422915,0.414912,0
13980,13980,0.429848,6,0.255319,0.072685,0.222999,0.003467,0.422915,0.414912,1
29411,29411,0.867263,5,0.744681,0.028522,0.418923,0.001932,0.371569,0.603947,0
34424,34424,0.8812,5,0.170213,0.028372,0.159179,0.001726,0.293112,0.765789,0
851,851,0.000752,5,0.744681,0.124204,0.625707,0.003467,0.422915,0.414912,1
38071,38071,0.89381,4,0.148936,0.037919,0.272092,0.002451,0.370016,0.685088,0
4885,4885,0.013672,5,0.787234,0.041431,0.582713,0.003467,0.422915,0.414912,0
34659,34659,0.881421,3,0.06383,0.043773,0.341416,0.002856,0.393061,0.613596,1
14786,14786,0.433786,2,0.042553,0.040861,0.222107,0.003467,0.422915,0.414912,0
22352,22352,0.456042,5,0.680851,0.033085,0.497025,0.002295,0.543242,0.354825,0
41758,41758,0.903279,3,0.978723,0.087997,0.459982,0.00587,0.469446,0.469298,1
14740,14740,0.433742,1,0.085106,0.041431,0.115144,0.003467,0.422915,0.414912,0
22322,22322,0.456042,5,0.042553,0.063829,0.519488,0.004408,0.496634,0.452193,1
27421,27421,0.469935,6,0.276596,0.067852,0.540167,0.004645,0.509839,0.385965,1
41829,41829,0.903367,5,0.446809,0.087426,0.528117,0.005779,0.547903,0.492544,1
42345,42345,0.906951,2,0.191489,0.023838,0.064267,0.001595,0.115484,0.594298,0
15554,15554,0.434494,4,0.042553,0.043383,0.252306,0.003467,0.422915,0.414912,0
1262,1262,0.004203,7,0.297872,0.043833,0.153526,0.003467,0.422915,0.414912,0
42738,42738,0.907305,3,0.382979,0.090339,0.531687,0.005887,0.649922,0.382456,0
9194,9194,0.026857,4,0.553191,0.130569,0.604731,0.003467,0.422915,0.414912,1
13867,13867,0.429715,3,0.914894,0.06584,0.443618,0.003467,0.422915,0.414912,0
34081,34081,0.88089,5,0.021277,0.048157,0.40598,0.00182,0.344381,0.788596,1
42805,42805,0.907349,4,0.787234,0.062057,0.536745,0.004136,0.550233,0.482018,0
41028,41028,0.902615,2,0.765957,0.092771,0.6446,0.006136,0.669342,0.39693,1
19853,19853,0.447591,2,0.617021,0.044554,0.529009,0.003137,0.566546,0.256579,0
21752,21752,0.455511,7,0.170213,0.032905,0.232669,0.002229,0.263594,0.78114,0
5668,5668,0.017477,1,0.085106,0.040651,0.216156,0.003467,0.422915,0.414912,0
21919,21919,0.455644,3,0.659574,0.035697,0.533621,0.002356,0.519679,0.565789,0
13995,13995,0.429848,6,0.574468,0.09151,0.489735,0.003467,0.422915,0.414912,1
29353,29353,0.867218,4,0.531915,0.036057,0.470247,0.002457,0.425945,0.364474,1
31481,31481,0.872218,6,0.87234,0.028432,0.389914,0.000837,0.341792,0.797807,0
15674,15674,0.434583,6,0.553191,0.047526,0.287266,0.003467,0.422915,0.414912,1
38895,38895,0.894562,7,0.319149,0.061727,0.445552,0.003224,0.394614,0.814035,0
25835,25835,0.465422,1,0.234043,0.020716,0.08316,0.000868,0.095287,0.734649,0
13771,13771,0.429627,1,0.914894,0.06584,0.449122,0.003467,0.422915,0.414912,0
19651,19651,0.447414,5,0.404255,0.093251,0.712437,0.006541,0.681512,0.273684,1
18120,18120,0.442945,1,0.510638,0.046175,0.378161,0.003062,0.236924,0.592982,0
10192,10192,0.030884,4,0.340426,0.074817,0.537489,0.003467,0.422915,0.414912,0
16386,16386,0.438299,7,0.382979,0.050108,0.343499,0.003467,0.422915,0.414912,0
27274,27274,0.469802,3,0.212766,0.037769,0.289943,0.002572,0.283532,0.525,0
31873,31873,0.875802,1,0.021277,0.025009,0.186403,0.000995,0.268773,0.819737,0
34893,34893,0.884695,7,0.957447,0.030353,0.372508,0.001973,0.313827,0.559211,0
10682,10682,0.031326,7,0.553191,0.054642,0.259298,0.003467,0.422915,0.414912,0
32781,32781,0.876598,5,0.957447,0.024919,0.434097,0.001024,0.311497,0.825,0
41851,41851,0.903367,5,0.914894,0.036268,0.420559,0.002422,0.466598,0.429825,0
11635,11635,0.424627,6,0.404255,0.085235,0.352871,0.003467,0.422915,0.414912,1
40474,40474,0.899075,5,0.212766,0.049628,0.259447,0.003241,0.335318,0.680702,0
30517,30517,0.86828,7,0.787234,0.030593,0.400179,0.001876,0.335836,0.852193,1
25327,25327,0.486837,4,0.659574,0.050859,0.456858,0.003544,0.469187,0.256579,0
4239,4239,0.013097,6,0.319149,0.07833,0.391848,0.003467,0.422915,0.414912,1
15629,15629,0.434538,5,0.617021,0.045605,0.278042,0.003467,0.422915,0.414912,0
45111,45111,0.915623,3,0.829787,0.059565,0.44704,0.004038,0.447695,0.314912,0
3331,3331,0.009203,1,0.404255,0.045635,0.755132,0.003467,0.422915,0.414912,0
7373,7373,0.022123,1,0.617021,0.073256,0.252157,0.003467,0.422915,0.414912,1
10962,10962,0.031592,6,0.382979,0.065059,0.377417,0.003467,0.422915,0.414912,1
19094,19094,0.446883,7,0.808511,0.043653,0.545671,0.002993,0.431642,0.572368,1
25955,25955,0.46551,3,0.744681,0.029332,0.458941,0.002015,0.396427,0.529825,0
37992,37992,0.893722,2,0.510638,0.063168,0.583011,0.004256,0.58985,0.421053,1
20315,20315,0.45113,5,0.234043,0.03954,0.325052,0.002586,0.315381,0.700439,0
12927,12927,0.425822,5,0.319149,0.093071,0.487206,0.003467,0.422915,0.414912,1
32379,32379,0.876244,4,0.574468,0.034947,0.600268,0.002322,0.779648,0.382456,1
14492,14492,0.433476,2,0.93617,0.068242,0.44094,0.003467,0.422915,0.414912,0
7428,7428,0.022167,2,0.765957,0.074517,0.489586,0.003467,0.422915,0.414912,1
31817,31817,0.872528,6,0.87234,0.027231,0.416543,0.000893,0.346194,0.791228,0
25974,25974,0.465555,4,0.12766,0.024288,0.13374,0.001641,0.174262,0.575439,0
3353,3353,0.009203,1,0.87234,0.081632,0.753347,0.003467,0.422915,0.414912,1
4171,4171,0.013008,4,0.914894,0.041281,0.498364,0.003467,0.422915,0.414912,0
40102,40102,0.898721,4,0.468085,0.090068,0.590896,0.005955,0.648628,0.337281,1
43975,43975,0.911508,1,0.148936,0.025639,0.08435,0.001523,0.160798,0.765789,0
16032,16032,0.437989,7,0.0,0.046445,0.261827,0.003467,0.422915,0.414912,0
3207,3207,0.00907,5,0.829787,0.044554,0.713478,0.003467,0.422915,0.414912,0
35838,35838,0.88558,6,0.638298,0.029302,0.460131,0.002106,0.627654,0.121491,0
31499,31499,0.872262,7,0.234043,0.031194,0.19994,0.001967,0.226567,0.867105,1
40935,40935,0.885005,7,0.829787,0.089138,0.460726,0.005985,0.429052,0.363158,1
3311,3311,0.009159,7,1.0,0.067581,0.442428,0.003467,0.422915,0.414912,0
38501,38501,0.894208,6,0.106383,0.048247,0.400476,0.003124,0.489125,0.645614,0
15586,15586,0.434494,4,0.723404,0.045334,0.451056,0.003467,0.422915,0.414912,0
8230,8230,0.022919,5,0.468085,0.09217,0.501041,0.003467,0.422915,0.414912,1
31403,31403,0.872174,5,0.234043,0.055482,0.360012,0.000858,0.418177,0.747368,1
14831,14831,0.433786,2,1.0,0.047886,0.382922,0.003467,0.422915,0.414912,0
35303,35303,0.885094,2,0.489362,0.040261,0.566498,0.0029,0.65536,0.088158,0
40548,40548,0.89912,6,0.765957,0.084844,0.652038,0.005764,0.584671,0.424123,1
7005,7005,0.018672,7,0.957447,0.046746,0.310771,0.003467,0.422915,0.414912,0
19915,19915,0.447635,3,0.914894,0.040501,0.58792,0.002673,0.482393,0.612281,0
271,271,0.000221,7,0.659574,0.047106,0.240405,0.003467,0.422915,0.414912,0
24078,24078,0.460688,6,0.638298,0.113847,0.519339,0.007798,0.519161,0.256579,1
26802,26802,0.46936,7,0.382979,0.051099,0.426212,0.003373,0.341274,0.571053,1
45156,45156,0.915667,4,0.765957,0.043113,0.430675,0.002908,0.518384,0.430263,0
399,399,0.000354,3,0.319149,0.193287,0.525588,0.003467,0.422915,0.414912,1
12637,12637,0.425556,6,0.276596,0.074817,0.25662,0.003467,0.422915,0.414912,1
7480,7480,0.022211,3,0.851064,0.048487,0.400179,0.003467,0.422915,0.414912,0
8046,8046,0.022742,1,0.638298,0.060526,0.418477,0.003467,0.422915,0.414912,0
18833,18833,0.446662,2,0.361702,0.104149,0.673014,0.007179,0.640601,0.441228,1
10504,10504,0.031149,3,0.851064,0.062838,0.372657,0.003467,0.422915,0.414912,0
25533,25533,0.465112,1,0.957447,0.029182,0.319994,0.001984,0.267996,0.507456,0
11582,11582,0.424583,5,0.297872,0.056923,0.293365,0.003467,0.422915,0.414912,0
31640,31640,0.872395,3,0.170213,0.027291,0.181196,0.000841,0.256862,0.841667,0
3858,3858,0.00969,5,0.382979,0.059025,0.703065,0.003467,0.422915,0.414912,0
12814,12814,0.425689,2,0.978723,0.060316,0.405534,0.003467,0.422915,0.414912,0
10347,10347,0.031016,7,0.574468,0.074817,0.219429,0.003467,0.422915,0.414912,1
37701,37701,0.890359,3,0.446809,0.028942,0.714222,0.002029,0.686432,0.354825,0
28441,28441,0.473961,6,0.531915,0.029813,0.665873,0.001963,0.454946,0.648684,0
41096,41096,0.902703,4,0.170213,0.044434,0.179708,0.002896,0.314345,0.736842,0
40521,40521,0.89912,6,0.191489,0.045965,0.231925,0.003016,0.328586,0.654825,0
39609,39609,0.898279,1,0.191489,0.023838,0.158286,0.001556,0.256085,0.681579,0
10391,10391,0.031061,1,0.489362,0.074547,0.501934,0.003467,0.422915,0.414912,1
28648,28648,0.474138,3,0.851064,0.028041,0.394377,0.001822,0.293112,0.79386,0
13234,13234,0.42914,4,0.723404,0.083974,0.5723,0.003467,0.422915,0.414912,1
18410,18410,0.44321,7,0.553191,0.044914,0.394972,0.003033,0.323925,0.532456,0
11030,11030,0.031636,7,0.808511,0.077819,0.32773,0.003467,0.422915,0.414912,1
34192,34192,0.880979,7,0.340426,0.030893,0.364326,0.001433,0.302952,0.819737,1
10667,10667,0.031326,7,0.234043,0.051909,0.08911,0.003467,0.422915,0.414912,0
19271,19271,0.44706,4,0.489362,0.062838,0.635823,0.004427,0.63594,0.280263,0
2440,2440,0.005265,3,0.851064,0.116759,0.675989,0.003467,0.422915,0.414912,1
23934,23934,0.460555,3,0.638298,0.027231,0.454329,0.001818,0.511134,0.517544,1
22150,22150,0.455865,1,0.468085,0.033175,0.468313,0.001583,0.249871,0.710526,0
38951,38951,0.894606,1,0.489362,0.096493,0.612318,0.003903,0.396168,0.845175,1
16534,16534,0.438432,3,0.468085,0.064279,0.485421,0.003467,0.422915,0.414912,1
20491,20491,0.451263,1,0.914894,0.041462,0.503719,0.002667,0.370016,0.810526,1
45235,45235,0.915756,6,0.404255,0.090309,0.598334,0.006053,0.576903,0.410088,1
5531,5531,0.014291,5,0.234043,0.040591,0.263463,0.003467,0.422915,0.414912,0
19603,19603,0.44737,4,0.404255,0.062177,0.731181,0.004431,0.651476,0.297368,1
23341,23341,0.460024,5,0.276596,0.032665,0.455519,0.002189,0.393061,0.410526,0
36255,36255,0.885978,1,0.319149,0.045425,0.283547,0.002914,0.162869,0.807018,0
32565,32565,0.876421,1,0.446809,0.028822,0.367004,0.000767,0.254531,0.841667,1
33055,33055,0.876864,4,0.659574,0.029152,0.533918,0.001986,0.505438,0.387281,0
10488,10488,0.031149,3,0.510638,0.06569,0.505653,0.003467,0.422915,0.414912,0
12151,12151,0.425114,3,0.148936,0.069893,0.121988,0.003467,0.422915,0.414912,0
32787,32787,0.876643,6,0.06383,0.024919,0.207081,0.000839,0.349819,0.679825,0
32427,32427,0.876289,5,0.574468,0.029392,0.649807,0.022781,0.967374,0.060965,0
25085,25085,0.464714,6,0.617021,0.041582,0.441982,0.002896,0.476696,0.252193,0
36862,36862,0.889562,6,0.978723,0.050108,0.554597,0.00344,0.48291,0.457456,1
44125,44125,0.911641,4,0.276596,0.069473,0.470247,0.004634,0.632833,0.452193,1
11259,11259,0.031857,5,0.574468,0.055242,0.243975,0.003467,0.422915,0.414912,0
14736,14736,0.433742,1,0.0,0.041431,0.227165,0.003467,0.422915,0.414912,0
28823,28823,0.474315,7,0.489362,0.02651,0.281613,0.001764,0.16494,0.854386,0
26082,26082,0.465643,6,0.382979,0.087997,0.605028,0.006045,0.525375,0.513158,1
24666,24666,0.464316,4,0.893617,0.02693,0.36269,0.00183,0.363283,0.501316,0
28702,28702,0.474183,4,0.978723,0.030533,0.347069,0.001965,0.241585,0.757895,1
23234,23234,0.459935,3,0.042553,0.043563,0.44094,0.002952,0.430865,0.455702,0
37080,37080,0.889784,4,0.510638,0.055452,0.684469,0.003909,0.647851,0.299561,0
6599,6599,0.018318,6,0.489362,0.051849,0.384112,0.003467,0.422915,0.414912,0
44690,44690,0.912172,2,0.042553,0.046235,0.188337,0.003101,0.377525,0.437719,1
41785,41785,0.903323,4,0.531915,0.072415,0.506694,0.004846,0.559814,0.432018,1
12663,12663,0.425556,6,0.829787,0.076258,0.311217,0.003467,0.422915,0.414912,1
4557,4557,0.013362,5,0.957447,0.097574,0.593573,0.003467,0.422915,0.414912,1
36492,36492,0.889253,6,0.255319,0.031644,0.372359,0.002094,0.370274,0.630702,1
30256,30256,0.868059,2,0.340426,0.032064,0.301101,0.000835,0.178146,0.814474,1
23528,23528,0.460201,2,0.170213,0.029302,0.151592,0.001971,0.197566,0.630702,1
25652,25652,0.465245,4,0.425532,0.060196,0.512199,0.004184,0.497152,0.227193,1
38651,38651,0.894341,2,0.234043,0.035727,0.29039,0.002318,0.360694,0.723246,0
23996,23996,0.460599,4,0.93617,0.030233,0.482297,0.002017,0.408856,0.699123,0
